Date,compteur_100054073,compteur_100052606,compteur_100003032,compteur_100053057,compteur_100053058,compteur_100012218,compteur_100035408,compteur_100004575,compteur_100035409,compteur_100003041,compteur_100007390,compteur_100041114,compteur_100041101,compteur_100052604,compteur_100034805,compteur_100057500,compteur_100056188,compteur_100057053,compteur_100003039,compteur_100011783,compteur_100057050,compteur_100052605,compteur_100001753,compteur_100003042,compteur_100003040,compteur_100052603,compteur_100052601,compteur_100002880,compteur_100052602,compteur_100057051,compteur_100012217,compteur_100003034,compteur_100052600,compteur_100055268,compteur_100011748,compteur_100011747,compteur_100025474,compteur_100017523,compteur_100053055,compteur_100053210,compteur_100017441,compteur_100053059,compteur_100047030,compteur_100057052
2020-01-01 00:00,0,0,0,0,0,1,0,0,0,,3,0,0,0,0,2,0,,,0,0,0,3,0,1,0,0,0,,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
2020-01-01 00:15,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,2,,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
2020-01-01 00:30,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,0,0,1,0,0,0,0
2020-01-01 00:45,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 01:00,0,0,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,,0,0,0,0,,0,0,2,1,0,0,0,0,0,0
2020-01-01 01:15,0,0,2,0,0,0,2,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,1,0,0,0,0,0,2,0,0,0
2020-01-01 01:30,0,0,0,0,0,0,1,0,0,,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,,0,0,1,5,0,0,0,0,0,0
2020-01-01 01:45,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
2020-01-01 02:00,0,0,1,0,0,4,1,0,0,,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 02:15,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,2,1,,,0,0,0,0,0,0,0,0,0,,0,1,2,2,,0,0,0,0,0,0,0,0,0,0
2020-01-01 02:30,0,0,7,0,0,3,2,0,0,,3,0,0,0,0,1,0,,,0,0,0,0,1,0,0,0,0,,0,3,0,1,,0,0,0,0,0,0,0,0,0,0
2020-01-01 02:45,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,1,0,1,,0,0,1,0,0,0,0,0,0,0
2020-01-01 03:00,0,0,0,0,0,1,0,0,0,,2,0,0,0,0,1,2,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,3,1,0,0,0,0,0,0
2020-01-01 03:15,0,0,2,0,0,2,1,0,0,,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,1,,0,0,2,2,0,0,0,0,0,0
2020-01-01 03:30,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,1,0,0,0,0,0,0
2020-01-01 03:45,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,1,,,0,0,0,0,1,0,0,0,0,,0,1,1,1,,0,0,0,0,0,1,0,0,0,0
2020-01-01 04:00,0,1,0,0,0,0,0,0,0,,3,0,0,0,0,1,1,,,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
2020-01-01 04:15,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,1,0,0,0,0,0,0
2020-01-01 04:30,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,2,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 04:45,0,0,1,0,0,1,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:00,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:15,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
2020-01-01 05:30,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,1,1,1,,0,0,0,6,0,1,0,0,0,0
2020-01-01 05:45,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
2020-01-01 06:00,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,0,0,1,1,,0,0,0,0,0,0,0,0,0,0
2020-01-01 06:15,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,2,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,2,,0,0,0,1,0,0,0,0,0,0
2020-01-01 06:30,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
2020-01-01 06:45,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 07:00,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,1,1,0,0,0,0,0,0
2020-01-01 07:15,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 07:30,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
2020-01-01 07:45,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
2020-01-01 08:00,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 08:15,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 08:30,0,0,0,0,0,2,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 08:45,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,2,0,0,0,0,0,0
2020-01-01 09:00,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
2020-01-01 09:15,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 09:30,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,2,2,1,0,0,0,0,0
2020-01-01 09:45,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,1,2,0,0,0,0,0,0
2020-01-01 10:00,0,0,0,0,0,1,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 10:15,0,0,1,0,0,0,1,0,0,,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,1,0,0,0
2020-01-01 10:30,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
2020-01-01 10:45,0,0,1,0,0,2,1,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,1,1,1,,0,0,1,0,0,0,0,0,0,0
2020-01-01 11:00,0,0,1,0,0,0,3,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,,0,1,4,0,,0,0,1,3,0,0,1,0,0,0
2020-01-01 11:15,0,0,3,0,0,0,0,0,0,,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,5,1,1,,0,0,2,1,0,0,0,0,0,0
2020-01-01 11:30,0,0,0,0,0,0,3,0,1,,1,0,0,0,0,3,1,,,1,0,0,0,0,4,0,0,0,,0,2,3,1,,0,0,0,0,0,0,2,0,1,0
2020-01-01 11:45,0,0,2,0,0,2,0,0,0,,5,0,0,0,0,1,0,,,1,0,0,1,0,0,0,0,0,,0,0,2,1,,0,0,1,0,0,1,0,0,0,0
2020-01-01 12:00,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,1,0,0,0,0,0
2020-01-01 12:15,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,,0,0,0,0,,1,0,1,0,0,0,0,0,0,0
2020-01-01 12:30,0,0,2,0,0,0,1,0,0,,7,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,,0,2,3,0,,1,0,1,0,1,0,0,0,0,0
2020-01-01 12:45,1,1,3,0,0,0,2,0,0,,3,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,0,,0,1,1,1,,0,0,2,0,0,0,0,0,0,0
2020-01-01 13:00,0,0,1,0,0,0,0,0,0,,7,0,0,0,0,1,3,,,2,0,0,0,10,1,0,0,0,,0,1,0,1,,0,1,1,0,0,0,0,0,1,0
2020-01-01 13:15,0,0,2,0,0,2,1,0,0,,8,0,0,0,0,4,1,,,1,0,0,0,1,1,0,0,0,,0,0,0,2,,0,0,1,0,0,0,1,0,0,0
2020-01-01 13:30,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,1,,,0,0,0,0,1,1,0,0,0,,0,3,3,1,,0,1,1,1,0,0,0,0,0,0
2020-01-01 13:45,0,0,0,0,0,0,0,0,0,,8,0,0,2,0,0,2,,,0,0,0,0,0,3,0,0,0,,0,0,0,5,,0,0,2,0,0,0,0,0,0,0
2020-01-01 14:00,0,1,0,0,0,0,0,0,0,,7,0,0,2,0,0,0,,,0,0,0,1,1,0,0,0,0,,0,1,2,1,,0,0,0,0,0,0,0,0,0,0
2020-01-01 14:15,0,0,1,0,0,0,1,0,0,,5,0,0,0,0,1,0,,,0,0,0,3,0,0,0,0,0,,0,1,0,1,,0,0,4,1,0,0,2,0,1,0
2020-01-01 14:30,0,0,1,0,0,1,0,0,0,,6,0,1,0,0,0,0,,,0,0,0,0,3,0,0,0,0,,0,1,0,0,,0,1,4,1,0,0,1,0,0,0
2020-01-01 14:45,0,0,0,0,0,1,3,0,0,,7,0,0,0,0,1,2,,,0,0,0,0,0,0,0,0,0,,0,4,2,0,,0,0,5,1,0,0,1,0,0,0
2020-01-01 15:00,0,0,0,0,0,1,2,0,0,,11,0,0,0,0,2,2,,,0,0,0,0,1,0,1,1,0,,0,4,0,2,,1,0,2,0,0,0,1,0,0,0
2020-01-01 15:15,0,0,1,0,0,3,2,0,0,,2,0,0,0,0,6,1,,,0,0,0,0,1,0,0,2,0,,0,1,3,4,,1,0,4,0,0,1,4,0,0,0
2020-01-01 15:30,0,0,3,0,0,0,0,0,0,,9,0,0,0,0,1,1,,,1,0,0,1,2,0,1,0,0,,0,3,1,3,,0,0,4,1,0,1,1,0,0,0
2020-01-01 15:45,0,1,4,0,0,2,2,0,0,,5,0,0,0,0,1,5,,,1,0,0,0,1,1,0,1,0,,0,3,0,1,,0,0,2,3,0,0,0,0,0,0
2020-01-01 16:00,0,1,2,0,0,3,5,0,0,,5,0,0,0,0,2,1,,,0,0,0,1,1,0,0,0,0,,0,0,0,1,,0,0,3,2,0,0,0,0,0,1
2020-01-01 16:15,0,1,1,0,0,0,2,0,0,,6,0,0,0,0,0,1,,,0,0,0,0,0,0,0,2,0,,0,1,1,1,,0,0,0,0,0,0,1,0,0,0
2020-01-01 16:30,0,0,0,0,1,0,2,0,0,,2,0,0,0,0,2,2,,,0,0,0,0,0,0,0,0,0,,0,1,4,1,,1,0,4,0,0,0,1,0,0,0
2020-01-01 16:45,0,0,3,0,0,1,1,0,0,,8,1,0,1,0,0,0,,,0,0,0,0,4,0,0,0,0,,0,0,0,0,,0,0,2,0,0,1,0,0,0,0
2020-01-01 17:00,0,0,1,0,0,1,1,0,0,,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,4,1,0,0,1,0,0,0
2020-01-01 17:15,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,3,1,0,,0,0,0,1,0,0,1,0,1,0
2020-01-01 17:30,0,1,2,0,0,3,1,0,0,,8,0,0,0,0,0,1,,,1,0,0,0,2,0,0,0,0,,0,0,4,2,,0,0,0,2,0,0,2,0,0,0
2020-01-01 17:45,0,1,1,0,0,2,4,0,0,,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,2,,1,0,2,0,0,0,2,0,0,0
2020-01-01 18:00,0,1,1,0,0,0,3,0,0,,4,0,0,0,0,2,0,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
2020-01-01 18:15,0,0,1,0,0,1,1,0,0,,6,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,,0,1,0,2,,1,0,1,0,0,0,1,0,0,0
2020-01-01 18:30,0,0,0,0,0,0,1,0,0,,6,0,0,0,0,1,1,,,0,0,0,0,2,0,0,0,0,,0,3,0,1,,0,0,0,1,0,0,0,0,2,0
2020-01-01 18:45,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,2,1,0,0,0,0,0,0
2020-01-01 19:00,0,0,0,0,0,1,1,0,0,,1,0,0,0,0,3,2,,,0,0,0,0,0,0,0,0,0,,0,1,0,1,,0,1,2,1,0,0,0,0,0,0
2020-01-01 19:15,0,1,1,0,0,3,3,0,0,,6,0,0,0,0,1,0,,,0,0,0,0,1,0,0,1,0,,0,3,0,1,,0,0,2,0,0,0,2,0,0,0
2020-01-01 19:30,0,0,1,0,0,0,0,0,0,,6,0,0,0,0,0,1,,,0,0,0,1,0,0,0,0,0,,0,2,0,1,,0,0,0,0,0,0,1,0,0,0
2020-01-01 19:45,0,0,1,0,0,0,0,0,0,,3,0,0,0,0,0,2,,,0,0,2,0,0,0,0,0,0,,0,2,0,0,,0,1,2,1,0,0,2,0,0,0
2020-01-01 20:00,0,0,1,0,0,0,0,0,0,,4,1,0,1,0,1,0,,,1,0,0,0,1,0,0,0,0,,0,2,1,0,,0,0,1,0,0,0,0,0,0,0
2020-01-01 20:15,0,0,1,0,0,2,0,0,0,,2,0,0,0,0,0,3,,,0,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,1,0,0,0,0,0,0,0
2020-01-01 20:30,0,0,2,0,0,0,0,0,0,,1,0,0,0,0,3,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,,0,0,1,0,0,0,0,0,0,2
2020-01-01 20:45,0,0,0,0,0,0,1,0,0,,6,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,,0,1,0,2,,0,0,2,1,0,0,0,0,1,0
2020-01-01 21:00,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,1,1,0,1,1,0,1,0
2020-01-01 21:15,0,0,1,0,0,0,0,0,0,,4,0,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,2,,0,0,0,0,0,0,1,0,0,0
2020-01-01 21:30,0,0,0,0,0,0,2,0,0,,7,0,0,0,0,1,0,,,0,0,0,1,1,1,0,0,0,,0,0,1,1,,0,0,1,1,0,0,1,0,0,0
2020-01-01 21:45,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,0,,0,1,0,1,,0,0,2,0,0,3,0,0,0,0
2020-01-01 22:00,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,,0,1,0,1,,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:15,0,0,2,0,0,0,0,0,0,,8,0,0,0,0,0,3,,,0,0,0,0,0,0,1,0,0,,0,1,0,0,,0,0,2,0,0,0,0,0,0,0
2020-01-01 22:30,0,0,0,0,0,0,2,0,0,,6,1,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,1,0,2,0,0,1,0,0,1,0
2020-01-01 22:45,0,0,1,0,0,2,2,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,2,,0,0,0,0,0,1,0,0,0,0
2020-01-01 23:00,0,0,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,1,0,0,0,0,0,0
2020-01-01 23:15,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,1,1,0,,1,1,2,0,0,0,0,0,0,0
2020-01-01 23:30,0,1,0,0,0,2,0,0,0,,3,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:45,0,0,0,0,0,1,1,0,0,,5,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0
2020-01-02 00:00,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:15,1,0,0,0,0,1,0,0,0,,4,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:30,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:45,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,3,0,0,2,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00,0,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:15,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:30,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:45,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,1,2,0,0
2020-01-02 02:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:15,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:30,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:45,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:00,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,3,0,0,0,0,0,1,0,0,0
2020-01-02 03:15,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:30,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,2,0,1,0,0,0,0,0,0,0
2020-01-02 03:45,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,3,0,0,0,0,0,0,0,0,0
2020-01-02 04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,1,0,1,0,0,0,0,0,0,0
2020-01-02 04:15,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:30,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,1
2020-01-02 04:45,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:15,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:30,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
2020-01-02 05:45,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
2020-01-02 06:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,,3,0,0,0,0,0,0,0,0,0
2020-01-02 06:15,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,1,0,0,1,1,1,0,0,0
2020-01-02 06:30,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,,,0,0,0,1,0,0,0,0,0,,0,0,0,3,,0,0,0,0,0,0,1,0,0,0
2020-01-02 06:45,0,0,2,0,0,0,0,0,0,,2,0,0,0,0,2,0,,,0,0,0,2,2,0,0,0,0,,0,0,0,1,,0,0,2,1,0,1,3,0,0,0
2020-01-02 07:00,0,0,3,0,0,1,0,0,0,,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,2,1,0,,2,0,0,0,0,0,1,0,0,0
2020-01-02 07:15,0,0,0,0,0,1,3,0,0,,2,0,0,0,0,1,1,,,2,0,0,1,1,0,0,0,0,,0,1,1,1,,1,0,2,0,0,1,1,0,0,0
2020-01-02 07:30,0,1,0,0,0,0,0,0,0,,7,0,0,0,0,2,2,,,0,0,0,0,1,0,0,0,0,,0,0,0,0,,1,0,0,1,0,0,0,0,0,0
2020-01-02 07:45,0,0,0,0,0,1,0,0,0,,4,0,0,1,0,1,1,,,0,0,0,1,3,2,1,0,0,,0,0,1,0,,1,0,0,1,0,0,1,0,0,0
2020-01-02 08:00,1,0,2,0,0,0,2,0,1,,8,0,0,0,0,1,4,,,1,0,0,1,1,0,0,0,0,,0,1,0,3,,1,1,5,0,0,0,1,0,0,0
2020-01-02 08:15,0,0,3,0,0,2,3,0,0,,7,0,0,0,0,1,1,,,1,0,0,0,4,0,0,0,0,,0,2,0,5,,6,0,8,0,0,0,6,4,1,0
2020-01-02 08:30,0,0,7,0,0,1,1,0,0,,10,0,0,0,0,5,5,,,2,0,0,0,6,0,0,0,0,,0,3,1,2,,0,0,4,0,1,0,5,0,0,0
2020-01-02 08:45,0,0,3,0,0,5,0,0,1,,7,0,0,0,0,6,2,,,2,0,0,1,1,0,0,0,0,,0,0,0,1,,0,0,10,0,0,0,4,0,1,1
2020-01-02 09:00,1,0,3,0,0,0,7,0,0,,10,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,,0,4,0,0,,8,0,3,0,0,0,0,0,0,0
2020-01-02 09:15,0,0,1,0,0,4,2,0,0,,6,0,0,0,0,1,1,,,0,0,0,2,1,0,0,0,0,,0,5,0,0,,0,0,5,0,0,0,6,1,0,0
2020-01-02 09:30,0,0,0,0,0,2,1,0,0,,3,0,0,0,0,3,2,,,2,0,0,1,1,0,0,0,0,,0,1,2,3,,1,0,4,3,0,0,0,0,0,0
2020-01-02 09:45,3,0,2,0,0,1,1,0,0,,7,0,0,0,0,0,1,,,0,0,0,1,1,0,0,0,0,,0,5,0,0,,1,0,3,1,0,0,1,0,0,0
2020-01-02 10:00,0,0,2,0,0,1,0,0,0,,4,0,0,0,0,2,0,,,0,0,0,0,3,0,0,0,0,,0,1,1,0,,0,0,2,0,0,0,2,0,0,0
2020-01-02 10:15,0,0,2,0,0,1,1,0,1,,12,0,0,0,0,2,1,,,0,0,0,1,1,0,0,0,0,,0,1,0,0,,0,0,1,1,0,0,0,0,0,0
2020-01-02 10:30,0,0,1,0,0,2,3,0,0,,8,0,0,0,0,1,5,,,1,0,1,0,1,0,0,0,0,,0,1,0,1,,0,0,3,0,0,7,0,1,0,1
2020-01-02 10:45,0,0,2,0,0,2,2,0,0,,10,0,0,0,0,2,4,,,0,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,5,0,0,0,2,0,0,0
2020-01-02 11:00,0,0,1,0,0,3,1,0,0,,8,0,0,2,0,2,6,,,1,0,0,0,1,0,0,0,0,,0,3,0,2,,0,0,2,0,0,0,1,0,0,0
2020-01-02 11:15,0,0,1,0,0,1,1,0,0,,10,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,,0,1,0,2,,0,0,2,0,0,1,3,0,0,0
2020-01-02 11:30,0,1,1,0,0,0,2,0,0,,8,0,0,2,0,1,0,,,0,0,0,1,3,0,0,0,0,,0,5,0,1,,0,0,3,1,0,0,4,0,0,1
2020-01-02 11:45,1,0,4,0,0,3,0,0,0,,7,0,0,0,0,2,3,,,0,0,0,0,0,0,0,0,0,,0,1,0,1,,1,0,5,0,0,2,2,1,0,0
2020-01-02 12:00,0,0,2,0,0,1,1,0,0,,14,0,0,0,0,0,1,,,1,0,0,0,2,0,0,0,0,,0,2,0,1,,0,0,6,0,1,1,2,0,1,1
